id,name,year,rank
198878,Macbeth,1970,NULL
198879,Macbeth,1971,NULL
198880,Macbeth,1972,NULL
198881,Macbeth,1979,NULL
198882,Macbeth,1981,NULL
198883,"Macbeth (1982/I)",1982,NULL
198884,"Macbeth (1982/II)",1982,NULL
198885,Macbeth,1983,NULL
198886,"Macbeth (1987/I)",1987,5.8
198887,"Macbeth (1987/II)",1987,NULL
198888,"Macbeth (1987/III)",1987,NULL
198889,Macbeth,1990,NULL
198890,Macbeth,1992,6.8
198891,Macbeth,1997,5.1
198892,"Macbeth (1998/I)",1998,5.1
198893,"Macbeth (1998/II)",1998,NULL
198894,Macbeth,2001,NULL
198895,Macbeth,2003,NULL
198896,"Macbeth (Polavision Vignette)",1978,NULL
198897,"Macbeth in Manhattan",1999,4.7
198898,"Macbeth On the Estate",1997,NULL
198899,"Macbeth Oper von Rosa von Praunheim",1971,NULL
198900,Macbeth-Sangrador,1999,8.1
198901,"Macbeth: The Comedy",2001,8.5
198902,Macbett,1974,NULL
198903,"Maccabei, I",1911,NULL
198904,Maccheroni,1985,5.9
198905,"Macchia rosa, Una",1970,NULL
198906,"Macchie solari",1975,5.1
198907,"Macchina ammazzacattivi, La",1952,4.4
198908,"Macchina cinema, La",1979,NULL
198909,"MacDougal's Aeroplane",1915,NULL
198910,"Mace Griffin Bounty Hunter",2003,NULL
198911,"Macedonian Saga",1994,NULL
198912,"Macellaio, Il",1998,3.2
198913,Maceo,1994,8.7
198914,"Macera kadini",1964,NULL
198915,"Macera Yolu",1974,NULL
198916,"Maceralar krali",1963,NULL
198917,"Macers gyek",2001,8
198918,"Maceta, La",2002,NULL
198919,"Macetero, El",1952,NULL
198920,"MacGruder and Loud",1985,NULL
198921,Macguffin,1974,NULL
198922,MacGyver,1985,NULL
198923,"MacGyver: Lost Treasure of Atlantis",1994,NULL
198924,"MacGyver: Trail to Doomsday",1994,NULL
198925,"Mach 2",2001,3.4
198926,"Mach a Sebestov k tabuli!",1985,NULL
198927,"Mach Rider",1985,NULL
198928,"Mach' mich glcklich",1935,NULL
198929,"Mach's Beste draus",1965,NULL
198930,"Mach, Sebestov a kouzeln sluchtko",2001,4.2
198931,"Macha et Dacha",2002,NULL
198932,"Macha Rekai",1950,NULL
198933,"Machanai Parthingala",1978,NULL
198934,Machano,1996,NULL
198935,Machavatar,1927,NULL
198936,Machboim,1980,5.4
198937,Machboim,1998,NULL
198938,"Mache alles mit",1971,2.7
198939,Machekha,1959,NULL
198940,Machekha,1973,NULL
198941,Machete,1958,NULL
198942,"Machete 2",1994,NULL
198943,"Machete Maidens of Mora Tao",1981,NULL
198944,"Machette et le marteau, La",1975,NULL
198945,Machi,1961,NULL
198946,"Machi ni izumi ga atta",1968,NULL
198947,"Machi no hi",1974,NULL
198948,"Machi no hitobito",1924,NULL
198949,"Machi no hitobito",1926,NULL
198950,"Machi nureta onna",1987,NULL
198951,"Machiavelli Rises",2000,NULL
198952,Machibuse,1970,6.7
198953,Machin,1981,NULL
198954,Machination,1996,NULL
198955,Machinations,1995,NULL
198956,"Machine (2003/I)",2003,3.2
198957,"Machine (2003/II)",2003,NULL
198958,"Machine 11/Automaten Elf",2000,NULL
198959,"Machine Age, The",1978,NULL
198960,"Machine and Can Tester",1901,NULL
198961,"Machine gobe-tout, La",1981,NULL
198962,"Machine Gun Mama",1944,NULL
198963,"Machine Head: From This Day",1999,NULL
198964,"Machine in the Garden",1991,NULL
198965,"Machine infernale, La",1963,NULL
198966,"Machine Love",1999,NULL
198968,"Machine on the Sides",2001,NULL
198969,"Machine Stops, The",1966,NULL
198970,"Machine  dcoudre, La",1986,2.6
198971,"Machine  parler d'amour, La",1961,NULL
198972,"Machine  refaire la vie, La",1924,NULL
198973,"Machine  refaire la vie, La",1933,NULL
198974,"Machine, La",1977,NULL
198975,"Machine, La",1994,5.2
198976,"Machine-Gun Kelly",1958,5.9
198977,Machinegunner,1976,NULL
198978,Machines,1946,NULL
198979,"Machines of Love and Hate",2003,NULL
198980,"Machines  sous, Les",1976,NULL
198981,"Machinist, The",2004,7.2
198982,"Machins de l'existence, Les",1971,NULL
198983,"Machismo: 40 Graves for 40 Guns",1971,1.6
198984,Machita,1944,NULL
198985,"Macho bionico, El",1981,NULL
198986,"Macho blues",2003,NULL
198987,"Macho cabro",1973,NULL
198988,"Macho Callahan",1970,4.6
198989,"Macho City",1987,NULL
198990,"Macho Dancer",1988,6.5
198991,"Macho des Halles, Le",1982,NULL
198993,"Macho en el hotel, Un",1989,NULL
198994,"Macho en el reformatorio de seoritas, Un",1989,NULL
198995,"Macho en el salon de belleza, Un",1987,NULL
198996,"Macho en la carcel de mujeres, Un",1986,NULL
198997,"Macho en la casa de citas, Un",1982,NULL
198998,"Macho en la torteria, Un",1989,NULL
199000,"Macho Man",1985,2.8
199001,"Macho que ladra no muerde",1984,NULL
199002,"Macho Women",1982,NULL
199003,"Macho y hembra",1984,NULL
199004,"Macho y hembras",1987,NULL
199005,"Macho, El",1987,NULL
199006,"Macho, El",1993,NULL
199007,Machonurin,1983,NULL
199008,Machorka-Muff,1963,8.4
199009,Machos,1990,NULL
199010,"Machos estan fatigados, Los",1989,NULL
199011,Machssomim,2003,6.4
199012,Macht,1998,NULL
199013,"Macht der Bilder: Leni Riefenstahl, Die",1993,7.9
199014,"Macht der Gefhle, Die",1983,8.5
199015,"Macht der Mnner ist die Geduld der Frauen, Die",1978,NULL
199016,"Macht der Stunde - Geschichte der Zeitmessung, Die",1999,NULL
199017,"Macht der Versuchung",1922,NULL
199018,"Macht des Blutes - 1. Der Tod in Venedig, Die",1921,NULL
199019,"Macht des Blutes - 2. In der Schlinge des Inders, Die",1921,NULL
199020,"Macht des Goldes, Die",1912,NULL
199021,"Macht des Walzers, Die",1908,NULL
199022,"Macht en onmacht van de kunst",1974,NULL
199023,"Macht im Dunkel",1950,NULL
199024,"Macht liegt woanders, Die",1989,NULL
199025,"Macht man eigentlich anders",1998,NULL
199026,"Macht van het Getal, De",1992,NULL
199027,"Machtig reservoir, Het",1974,NULL
199028,"Machtspieler - Friedrich Hennemann und der Untergang der Bremer Vulkan",1998,NULL
199029,Machu-Picchu,1968,NULL
199030,Machuca,2004,8.6
199031,"Machuchal agente 'O' en New York",1966,NULL
199032,"Machurrucutu II: Haz lo incorrecto... o Cmo nos la ingeniamos para hacer un documental sobre la Escu",1991,NULL
199033,"Maches, Os",1972,NULL
199034,"Macin' 2: Macadocious",1996,NULL
199035,Maciste,1915,NULL
199036,"Maciste all'inferno",1926,7.5
199037,"Maciste all'inferno",1962,4.1
199038,"Maciste alla corte del Gran Khan",1961,5.5
199039,"Maciste alla corte dello zar",1964,NULL
199040,"Maciste alpino",1916,NULL
199041,"Maciste atleta",1917,NULL
199042,"Maciste bersagliere",1916,NULL
199044,"Maciste contro Ercole nella valle dei guai",1961,NULL
199045,"Maciste contro i cacciatori di teste",1962,1.8
199046,"Maciste contro i Mongoli",1963,6.4
199047,"Maciste contro i mostri",1962,4.7
199048,"Maciste contro il vampiro",1961,4.7
199049,"Maciste contro la morte",1919,NULL
199050,"Maciste contro lo sceicco",1925,NULL
199051,"Maciste contro lo sceicco",1962,4
199052,"Maciste contro Maciste",1923,NULL
199053,"Maciste e il nipote d'America",1924,NULL
199054,"Maciste e la figlia del re della Plata",1922,NULL
199055,"Maciste e la regina di Samar",1964,2.2
199056,"Maciste I",1919,NULL
199057,"Maciste il terrore dei banditi",1915,NULL
199058,"Maciste imperatore",1924,NULL
199059,"Maciste in vacanza",1920,NULL
199060,"Maciste innamorato",1919,NULL
199061,"Maciste medium",1917,NULL
199062,"Maciste nell'inferno di Gengis Khan",1964,NULL
199063,"Maciste nella gabbia dei leoni",1926,NULL
199064,"Maciste nella terra dei ciclopi",1961,4.9
199065,"Maciste nella valle dei re",1960,7
199066,"Maciste nelle miniere di re Salomone",1964,NULL
199067,"Maciste poliziotto",1917,NULL
199068,"Maciste salvato dalle acque",1920,NULL
199069,"Maciste sonnambulo",1918,NULL
199070,"Maciste turista",1918,NULL
199071,"Maciste und die chinesische Truhe",1923,NULL
199072,"Maciste, gladiatore di Sparta",1964,5.2
199073,"Maciste, il gladiatore pi forte del mondo",1962,5.2
199074,"Maciste, l'eroe pi grande del mondo",1963,4.3
199075,"Maciste, l'uomo pi forte del mondo",1961,6
199076,"Mack & Mabel",1991,NULL
199077,"Mack at It Again",1914,NULL
199078,"Mack Sennett, roi du comique",2000,NULL
199079,"Mack the Knife",1990,3.8
199080,"Mack, The",1973,5.7
199081,"Macka na pruzi",1966,NULL
199082,Mackan,1977,5
199083,"Macken - Roy's & Roger's Bilservice",1990,5.3
199084,Mackenheim,2002,NULL
199085,"Mackenna's Gold",1969,6.2
199086,"Mackenzie King and the Conscription Crisis",1991,NULL
199087,"Mackenzie Magic",2002,NULL
199088,"Mackerel Fishing",1922,NULL
199089,"Mackerel Moocher",1961,NULL
199090,"Mackin' Ain't Easy",2002,NULL
199091,"Mackinac Island",1944,NULL
199092,"Mackintosh and T.J.",1975,5.1
199093,"Mackintosh Man, The",1973,5.9
199094,"Mack r kalandjai",1920,NULL
199095,Maclovia,1948,8.4
199096,"MacNab's Visit to London",1905,NULL
199097,"Macomber Affair, The",1947,6.9
199098,"Macon County Jail",1997,4.4
199099,"Macon County Line",1974,6.2
199100,"Macon County War",1990,2
199101,"Macondo, lacatusul znelor",1993,NULL
199102,"Maconha, Erva Maldita",1950,NULL
199103,"Macor na usijanom limenom krovu",1982,NULL
199104,"Macready's Gala",1966,NULL
199105,Macromicron,1989,NULL
199106,"Macross 2",1996,NULL
199107,"Macross 7: Ginga ga ore o yondeiru!",1995,9
199108,"Macross Dynamite 7",1997,NULL
199109,"Macross Plus",1994,NULL
199110,"Macross Plus Vol 01",1995,NULL
199111,"Macross Plus Vol 02",1995,NULL
199112,"Macross Zero",2002,NULL
199113,Macr,1974,NULL
199114,"MacShayne: The Final Roll of the Dice",1994,NULL
199115,"MacShayne: Winner Takes All",1994,NULL
199116,"Macska kaland",1958,NULL
199117,Macskafog,1986,8.7
199118,Macskajtk,1972,6
199119,Macskak,2005,NULL
199120,"Macu, la mujer del polica",1987,6.9
199121,Macumba,1982,NULL
199122,Macumba,1995,NULL
199123,"Macumba Love",1960,3.3
199124,"Macumba na Alta",1958,NULL
199126,Macunama,1969,7.3
199127,Macushla,1937,NULL
199128,"Macy Gray: Custom Concert",2003,NULL
199129,"Macy's 4th of July Spectacular",2003,NULL
199130,"Macy's Thanksgiving Day Parade",2003,NULL
199131,Macdoine,1971,NULL
199132,Mad,1928,NULL
199133,"Mad About Mambo",2000,5.6
199134,"Mad About Men",1954,5.4
199135,"Mad About Moonshine",1941,NULL
199136,"Mad About Music",1938,7.2
199138,"Mad About You",1990,7.5
199139,"Mad as a Mars Hare",1963,7
199140,"Mad at the Moon",1992,4.9
199141,"Mad at the World",1955,NULL
199142,"Mad Bomber in Love",1992,4.7
199143,"Mad Bomber, The",1972,3.5
199144,"Mad Bull",1977,NULL
199145,"Mad Bunch, The",1989,2.5
199146,"Mad Canadian, The",1976,NULL
199147,"Mad Century, The",2000,NULL
199148,"Mad City",1997,6
199149,"Mad Cold Blooded Murder",1981,NULL
199150,"Mad Cows",1999,3.5
199152,"Mad Dancer, The",1925,NULL
199153,"Mad Dash Racing",2001,NULL
199154,"Mad Doctor Hump, The",1969,NULL
199155,"Mad Doctor of Blood Island, The",1968,4.5
199156,"Mad Doctor of Market Street, The",1942,4.4
199157,"Mad Doctor, The",1933,7.8
199158,"Mad Doctor, The",1941,6.3
199159,"Mad Doctors of Borneo",1993,NULL
199160,"Mad Dog",1906,NULL
199161,"Mad Dog 2: The Lost Gold",1992,NULL
199162,"Mad Dog and Glory",1993,6.1
199163,"Mad Dog Coll",1961,5
199164,"Mad Dog Coll",1992,3.8
199165,"Mad Dog Coll",1999,NULL
199166,"Mad Dog McCree",1990,NULL
199167,"Mad Dog Morgan",1976,5
199168,"Mad Dog Prosecutors",2002,NULL
199169,"Mad Dog Time",1996,4.7
199170,"Mad Dog, The",1932,6.9
199171,"Mad Dogs & Englishmen",1971,5.9
199172,"Mad Dogs",2002,4.6
199173,"Mad Dogs and Englishmen",1995,3.5
199174,"Mad Empress, The",1939,NULL
199175,"Mad Game, The",1933,NULL
199176,"Mad Genius, The",1931,6.6
199177,"Mad Ghoul, The",1943,5.4
199178,"Mad Hatter, The",1940,NULL
199179,"Mad Hatter, The",1947,NULL
199180,"Mad Hatters, The",1935,NULL
199181,"Mad Hermit, The",1910,NULL
199182,"Mad Hermit, The",1914,NULL
199183,"Mad Hermit, The",1916,NULL
199184,"Mad Holiday",1936,NULL
199185,"Mad Hour",1928,NULL
199186,"Mad House, A",1934,NULL
199187,"Mad in Tokyo",1997,NULL
199188,"Mad Infatuation, A",1910,NULL
199189,"Mad Jack",2000,NULL
199190,"Mad King, The",1932,NULL
199191,"Mad Love",1923,NULL
199192,"Mad Love",1935,7.1
199194,"Mad Love",1995,5
199196,"Mad Lover, The",1912,NULL
199197,"Mad Lover, The",1917,NULL
199198,"Mad Maestro, The",1939,NULL
199199,"Mad Magician, The",1954,5.5
199200,"Mad Maid of the Forest, The",1915,NULL
199201,"Mad Man of Martinique",1979,2.7
199202,"Mad Man's Ward, The",1914,NULL
199203,"Mad Marriage, The",1921,NULL
199204,"Mad Marriage, The",1925,NULL
199205,"Mad Martindales, The",1942,NULL
199206,"Mad Masquerade (1932/I)",1932,NULL
199207,"Mad Max",1979,6.9
199208,"Mad Max",1990,NULL
199209,"Mad Max 2: The Road Warrior",1981,7.4
199210,"Mad Max Beyond Thunderdome",1985,5.8
199211,"Mad Max: Fury Road",2005,NULL
199212,"Mad Max: The Film Phenomenon",2002,NULL
199214,"Mad Melody",1931,NULL
199215,"Mad Mick",1975,NULL
199216,"Mad Miner, The",1909,NULL
199217,"Mad Miss Manton, The",1938,6.5
199218,"Mad Money",2005,NULL
199219,"Mad Monk by the Sea, The",1953,NULL
199220,"Mad Monster Party?",1967,5.7
199221,"Mad Monster, The",1942,3.1
199222,"Mad Mountaineer, The",1914,NULL
199223,"Mad Movie Maker, The",1967,NULL
199224,"Mad Parade, The",1931,NULL
199225,"Mad Racer, The",1926,NULL
199226,"Mad Racers",1996,NULL
199227,"Mad Ron's Prevues from Hell",1987,NULL
199228,"Mad Room, The",1969,4.9
199229,"Mad Scientist 2000",1998,NULL
199230,"Mad Scientist Gets Madder",1963,NULL
199231,"Mad Scientist Toon Club",1993,NULL
199232,"Mad Sculptor, The",1913,NULL
199233,"Mad Season: Live at the Moore",1995,NULL
199234,"Mad Sex",1986,NULL
199236,"Mad Sex",1997,NULL
199238,"Mad Song",2000,8.2
199239,"Mad Songs of Fernanda Hussein, The",2001,6.4
199240,"Mad Stampede, The",1917,NULL
199241,"Mad Tracey From Margate",1998,NULL
199242,"Mad TV Live and Almost Legal",2001,NULL
199243,"Mad Twin",2003,NULL
199244,"Mad Whirl, The",1925,NULL
199245,"Mad Woman, The",1919,NULL
199246,"Mad Youth",1940,5.2
199247,"Mad, Mad, Mad Comedians, The",1970,NULL
199248,"Mad, Mad, Mad Monsters",1972,NULL
199249,"Mada minu kyoe",1924,NULL
199250,"Mada Sambrani",1938,NULL
199251,Madadayo,1993,7.2
199252,Madadgaar,1987,NULL
199253,Madagascar,1954,NULL
199254,Madagascar,1994,7.2
199255,Madagascar,2005,NULL
199256,"Madagascar and Seychelles",1935,NULL
199257,"Madagascar Skin",1995,6.5
199258,"Madagascar, or, Caroline Kennedy's Sinful Life in London",1976,NULL
199259,Madakkayathra,1985,NULL
199260,Madalasa,1927,NULL
199261,Madalasa,1948,NULL
199262,Madalena,1960,5
199263,"Madaling mamatay, mahirap mabuhay",1996,NULL
199264,Madalsa,1978,NULL
199265,Madam,1993,NULL
199266,"Madam Bovary ot Sliven",1991,NULL
199267,"Madam Chen",1933,NULL
199268,"Madam Christy's",1990,NULL
199270,"Madam Fashion",1936,NULL
199271,"Madam Sans Gin",1925,NULL
199272,"Madam Satan",1930,5.7
199273,"Madam Savant",1997,2.1
199274,"Madam Scandal: 10-byo shinasete",1982,NULL
199275,"Madam Sousou",1948,NULL
199277,"Madam Techku",1931,NULL
199278,"Madam Who",1918,NULL
199279,"Madam X",1989,NULL
199281,"Madam X",1994,NULL
199282,"Madam XYZ",1959,NULL
199283,"Madam, The",1969,NULL
199284,"Madama Arlecchino",1918,NULL
199285,"Madama Butterfly",1954,3.3
199286,"Madama Butterfly",1974,NULL
199287,"Madama Butterfly",1983,NULL
199288,"Madama Butterfly",1986,NULL
199289,"Madama Butterfly",1995,NULL
199290,"Madama Putifarre",1906,NULL
199291,"Madama, La",1976,NULL
199292,Madame,1993,2.1
199293,"Madame A",1992,NULL
199294,"Madame a des envies",1908,NULL
199295,"Madame Arthur",1967,NULL
199296,"Madame Babylas aime les animaux",1911,NULL
199297,"Madame Baptiste",1974,NULL
199298,"Madame Behave",1925,NULL
199299,"Madame besker Oslo",1927,NULL
199300,"Madame Bo-Peep",1917,NULL
199301,"Madame Bovary",1933,5.9
199302,"Madame Bovary",1937,NULL
199303,"Madame Bovary",1947,NULL
199304,"Madame Bovary",1949,6.7
199305,"Madame Bovary",1974,NULL
199306,"Madame Bovary",1981,NULL
199307,"Madame Bovary",1991,6.5
199308,"Madame Bovary",2000,NULL
199309,"Madame Butterfly",1915,NULL
199310,"Madame Butterfly",1932,5.8
199311,"Madame Butterfly",1995,7
199312,"Madame Burin",1993,8.2
199313,"Madame Caillaux",1968,NULL
199314,"Madame Cart",1985,NULL
199315,"Madame Claude",1977,4.1
199316,"Madame Claude 2",1981,4
199317,"Madame Cubist",1916,NULL
199318,"Madame Curie",1943,6.8
199319,"Madame Dasima",2001,NULL
199320,"Madame de Langeais",1909,NULL
199321,"Madame de Thbes",1915,NULL
199322,"Madame de...",1953,8
199323,"Madame de...",2001,NULL
199325,"Madame Double X",1914,NULL
199326,"Madame Dreyfus Leaving the Prison",1899,NULL
199327,"Madame Du Barry",1917,NULL
199328,"Madame du Barry",1954,7.8
199329,"Madame DuBarry",1919,5.6
199330,"Madame DuBarry",1934,6.4
199331,"Madame Dubois - Htel Bellevue",1997,NULL
199332,"Madame Edouard",2004,4.3
199333,"Madame et le mort",1943,NULL
199334,"Madame et ses peaux-rouges",1948,NULL
199335,"Madame et son auto",1958,NULL
199336,"Madame et son filleul",1919,NULL
199337,"Madame et son flirt",1945,NULL
199338,"Madame Ex",1977,NULL
199339,"Madame Flirt",1918,NULL
199340,"Madame Flirt",1923,NULL
199341,"Madame G",1976,NULL
199342,"Madame Guillotine",1931,NULL
199343,"Madame hat Ausgang",1932,NULL
199344,"Madame hat Besuch",1932,NULL
199345,"Madame Hiney: The Beverly Hills Butt Broker",1993,NULL
199346,"Madame Hollywood",1993,NULL
199347,"Madame Incognito",1921,NULL
199348,"Madame Jacques sur la Croisette",1997,NULL
199349,"Madame Jealousy",1918,NULL
199350,"Madame Jonas dans la baleine",1977,NULL
199351,"Madame L'Eau",1993,NULL
199352,"Madame la Presidente",1916,NULL
199353,"Madame la principale",2002,NULL
199354,"Madame Louise",1951,NULL
199355,"Madame Lu, die Frau fr diskrete Beratung",1929,NULL
199356,"Madame macht einen Seitensprung",1927,NULL
199357,"Madame Mammon",2001,NULL
199358,"Madame Mystery",1926,NULL
199359,"Madame ne veut pas d'enfants",1933,NULL
199360,"Madame P...",1984,NULL
199362,"Madame Peloponnse",2000,NULL
199363,"Madame Pinkette & Co",1917,NULL
199364,"Madame Pompadour",1927,NULL
199365,"Madame Pompadour",1960,NULL
199366,"Madame Pompadour",1976,NULL
199367,"Madame Pompadour",1996,NULL
199368,"Madame Q",1929,NULL
199369,"Madame Quatre et ses enfants",1999,NULL
199370,"Madame Racketeer",1932,NULL
199371,"Madame Rani",1995,NULL
199372,"Madame Recamier; Or, The Price of Virtue",1923,NULL
199373,"Madame Rex",1911,NULL
199374,"Madame Rcamier",1920,NULL
199375,"Madame Rcamier",1928,NULL
199376,"Madame Sans Jane",1925,NULL
199377,"Madame Sans-Gne",1909,NULL
199378,"Madame Sans-Gne",1911,NULL
199379,"Madame Sans-Gne",1925,NULL
199380,"Madame Sans-Gne",1941,7.8
199381,"Madame Sans-Gne",1945,NULL
199382,"Madame Sans-Gne",1960,NULL
199383,"Madame Sans-Gne",1961,5.7
199384,"Madame Sans-Gne",2002,NULL
199385,"Madame Sat",2002,7.1
199386,"Madame se meurt",1961,NULL
199387,"Madame Sherry",1917,NULL
199388,"Madame Sin",1972,5.4
199389,"Madame Sourdis",1979,NULL
199390,"Madame Sousatzka",1988,6
199391,"Madame Sphinx",1918,NULL
199392,"Madame Spy",1918,NULL
199393,"Madame Spy",1934,NULL
199394,"Madame Spy",1942,NULL
199395,"Madame Tallien",1916,NULL
199396,"Madame und ihre Nichte",1969,4
199397,"Madame Wang's",1981,6.5
199398,"Madame wnscht keine Kinder",1926,NULL
199399,"Madame wnscht keine Kinder",1933,NULL
199400,"Madame X",1916,NULL
199401,"Madame X",1920,NULL
199402,"Madame X",1929,5.4
199403,"Madame X",1937,7.1
199404,"Madame X",1966,6.4
199405,"Madame X",1981,NULL
199407,"Madame X",2000,NULL
199408,"Madame X - Eine absolute Herrscherin",1978,NULL
199409,"Madame X und die 'Schwarze Hand'",1921,NULL
199413,"Madamigella di Maupin",1966,6.6
199414,Madamma,1996,NULL
199415,"Madamme Ivonne",1990,NULL
199416,"Madamu Sado Mesu jigoku",1986,NULL
199417,"Madamu to nyobo",1931,NULL
199418,"Madan Kala",1926,NULL
199419,"Madan Kokila",1930,NULL
199420,"Madan Manjari",1928,NULL
199421,"Madan Manjari",1935,NULL
199422,Madanakamarajan,1941,NULL
199423,Madanolsavam,1978,NULL
199424,Madapravukal,2002,NULL
199425,Madar,1951,NULL
199426,Madar,1991,7.5
199427,Madar-e-Millat,1966,NULL
199428,Madara,1991,NULL
199429,"Madare fadakar",1964,NULL
199430,Madari,1959,NULL
199431,Madatharuvi,1967,NULL
199432,"Madawaska Valley",1967,NULL
199433,"Madballs: Escape from Orb!",1986,NULL
199434,"Madcap Adventures of Mr. Toad, The",1975,6.9
199435,"Madcap Ambrose",1916,NULL
199436,"Madcap Madge",1917,NULL
199437,"Madcap Magoo",1955,NULL
199438,"Madcap Queen of Crona, The",1916,NULL
199439,"Madcap Queen of Gredshoffen, The",1915,NULL
199440,"Madcap, The",1916,NULL
199441,Maddalena,1953,NULL
199442,Maddalena,1971,1.8
199443,"Maddalena Ferat",1920,NULL
199444,"Maddalena, zero in condotta",1940,6.8
199446,"Madden Cover Jinx, The",2004,NULL
199447,"Madden NFL 2000",1999,NULL
199448,"Madden NFL 2001",2000,NULL
199449,"Madden NFL 2002",2001,NULL
199450,"Madden NFL 2003",2002,NULL
199451,"Madden NFL 2005",2004,NULL
199452,"Madden NFL 94",1993,NULL
199453,"Madden NFL 95",1994,NULL
199454,"Madden NFL 96",1995,NULL
199455,"Madden NFL 97",1996,NULL
199456,"Madden NFL 98",1997,NULL
199457,"Madden NFL 99",1998,NULL
199458,"Madden of the Mounted",1928,NULL
199459,"Madden Phenomenon, The",2004,NULL
199460,"Maddening, The",1995,4.4
199461,"Maddo buru sti-f",1991,NULL
199462,Made,1975,2.6
199463,Made,2001,6.5
199464,"Made a Coward",1913,NULL
199465,"Made for Bondage",1997,NULL
199466,"Made for Each Other",1939,6.6
199467,"Made for Each Other",1971,6.2
199469,"Made for Love",1926,NULL
199470,"Made for Television",1981,NULL
199471,"Made for TV",1992,4.8
199472,"Made for You",1989,NULL
199473,"Made In",1993,NULL
199474,"Made In - II",1980,NULL
199475,"Made in America",1993,4.6
199477,"Made In America",2002,NULL
199478,"Made in Argentina",1987,6.9
199479,"Made in Belgique",1986,NULL
199480,"Made in Belgium",1982,NULL
199481,"Made in Belgium: 100 jaar film",1995,NULL
199482,"Made in Berlin",1994,NULL
199483,"Made in Berlin",1998,NULL
199484,"Made in Brazil",2003,NULL
199485,"Made in Britain",1982,NULL
199486,"Made In Bulgaria",1992,NULL
199487,"Made In Canada, Volume 1: Best of the CFC",2002,NULL
199488,"Made in China",1982,NULL
199489,"Made in China: The Story of Adopted Children from China",2000,NULL
199490,"Made in Denmark",2002,8.4
199491,"Made in Fante",2004,NULL
199492,"Made in Germany",1989,NULL
199493,"Made in Germany",1998,NULL
199494,"Made in Germany - Ein Leben fr Zeiss",1957,NULL
199495,"Made in Germany und USA",1974,NULL
199496,"Made in Greece",1987,7.6
199497,"Made in Heaven",1921,NULL
